,0
0,-20956.48490119027
1,2096.2460252626333
2,15681.699661019724
3,-9281.256612135097
4,14992.085566378897
5,-5750.110189451138
6,9829.250814318424
7,4343.477852917975
8,1675.9189749937505
9,-7164.468207509955
10,-1084.1289174144622
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,333.67033752962016
29,-161.50728255300783
30,156.3715072220657
31,1747.388285837369
32,-2735.6108195495326
33,119.2765616136603
34,-2169.534603490727
35,-1312.2813900599722
36,-9964.143256016308
37,8895.639006370213
38,-8349.492917114403
39,8515.44885526225
40,8084.333347597625
41,-131.41998113226146
42,15922.006097676232
43,-413.42730704462156
44,1919.2438638461754
45,1796.8232181444764
46,443.2540878588334
47,-9559.25587456394
48,-4179.691648203647
49,-6949.700274337782
50,-8060.267099969322
51,-24773.234411784215
52,2122.2716581665445
53,-14385.503828278044
54,3138.923703639768
55,-21688.246527989162
56,-197.11095023481175
57,-10854.84524644306
58,11114.419342495035
59,1413.1191204967909
60,-1372.2353661856614
61,0.0
