,0
0,4551.205132232513
1,-3102.2475052068476
2,19252.9162136144
3,5132.007302663522
4,13211.387877503876
5,913.9347832417116
6,6801.111568438588
7,2197.203767382307
8,-4476.626778202131
9,-319.60513482475653
10,1444.9668184465263
11,-4817.187295840355
12,1557.3087700454053
13,-9355.641496719094
14,7608.420244792476
15,1294.1878809023183
16,-5424.732626073761
17,56.371895265066996
18,-7634.702097237343
19,-5016.236064458266
20,3622.2378634759225
21,-1122.9677467867732
22,8421.193249537842
23,2483.836711464217
24,-1246.1973381736316
25,-2880.460611204384
26,7911.947873816127
27,-2386.65285821422
28,6502.865083388984
29,-3731.5563833760098
30,1210.5196389630437
31,-2618.1301827570423
32,181.47144796396606
33,-1877.385233839741
34,1967.454376924783
35,-5403.490306593012
36,-2285.392734965775
37,-2292.9918125057593
38,6646.876261750003
39,-3842.740835451288
40,-3974.44546978618
41,-1988.7947361539118
42,5384.374044768047
43,6197.523298508953
44,6320.12825342943
45,-1920.1197905626614
46,-28317.896299247863
47,14695.657074596966
48,-20048.09127873578
49,-1235.5571001498029
50,12043.439262977336
51,-3666.4767040514853
52,-245.39764403994195
53,-1539.3102649278007
54,14379.083978497656
55,3286.739010130521
56,-9264.736441499088
57,-7981.308885898441
58,6379.019074433949
59,18025.978017036803
60,-5403.0972605468705
61,12158.092266632942
