,0
0,482.7175447563641
1,3761.851893425919
2,1999.9874359960668
3,-4331.190624023788
4,2177.4938473198563
5,993.6700725182891
6,537.8354844264686
7,2069.365661814809
8,1078.632396033965
9,-4898.949592387769
10,-453.7675707989838
11,-491.10529640316963
12,4288.550315161934
13,3960.6986311497167
14,3968.342840021942
15,-1934.8070857273415
16,-3257.1685695133638
17,925.4529158927035
18,-5035.245241997065
19,-526.3938504264224
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,-537.5554540092126
35,1615.1276113281492
36,1593.874326896621
37,141.11998194432817
38,716.0429383104201
39,-1952.7389743016101
40,-335.4250272435602
41,0.0
42,-359.47606510459445
43,742.4248571102507
44,-1652.1678365804255
45,-1775.621002550004
46,716.1376419411972
47,-237.80468527320772
48,0.0
49,0.0
50,0.0
51,458.31140742101707
52,-136.06899558031
53,1609.9240132274572
54,590.2898086211644
55,-2220.514619989088
56,-1204.1781084418762
57,-790.686046953313
58,357.77358543826267
59,-311.7745860507712
60,0.0
61,0.0
