,0
0,-621.9255834424403
1,6434.988387299003
2,-914.873199429363
3,6050.797610897105
4,-195.67891555535607
5,-9011.301185541553
6,-9581.075259030797
7,10763.460646149935
8,849.272181113949
9,-6584.297247727402
10,9460.026200574823
11,-1571.0753842552658
12,13643.45451475121
13,30669.55236442061
14,3128.450600022683
15,-5967.48362415703
16,-1586.7710946574807
17,-1893.956517360406
18,-1174.6041063738521
19,-37.02058290061541
20,-533.5582872480154
21,1134.3211756756064
22,-746.4011635088827
23,-316.88317573582754
24,0.0
25,0.0
26,-411.429811026901
27,-105.80648521357216
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-56.15581539575942
34,994.8038191462401
35,-211.13902346114628
36,103.42783736693673
37,-1409.44290542393
38,-974.6766343829222
39,2937.2688925999682
40,1242.9183339641895
41,-755.2329667909071
42,-2750.6628654196393
43,198.3847140490543
44,570.9574025447946
45,1555.7219558530487
46,-2242.2054249553476
47,4208.852720944677
48,2701.581393345259
49,-2249.4842825441156
50,-4163.731882079504
51,7549.100765714655
52,-3494.4769210407976
53,-2183.3719984425697
54,-3403.5918702031486
55,-232.81637446023524
56,2447.083115060581
57,-5625.442774440395
58,8555.00345665845
59,-9169.973949155072
60,2277.7616224170197
61,6456.788140708581
