0,1000000.0
1,999907.6273179341
2,997979.5973372499
3,993586.6488127192
4,991130.4794058667
5,991933.2931794776
6,993917.2070367476
7,986862.8372643786
8,989501.2973548948
9,982876.113670524
10,986122.9602644051
11,980872.7572504197
12,982721.7075052762
13,987575.615565305
14,983171.4712433045
15,989053.9104458365
16,985203.7038454417
17,989001.0599621893
18,998244.8804960552
19,998017.1637975089
20,989249.3897356204
21,993183.2636187341
22,995817.9933129747
23,990144.0496603779
24,986287.16968524
25,986224.0330858002
26,985418.0957421211
27,980505.7879889071
28,987712.9447335291
29,993247.5464172311
30,1001118.5216175909
31,999945.3116967664
32,998553.5191715669
33,1006697.5003372165
34,999520.7252399374
35,1001371.0791002975
36,1009464.4640197457
37,1008735.0353273153
38,1003969.5072179144
39,1018080.5564224131
40,1018682.1389372746
41,1023639.561787812
42,1027557.2825363062
43,1030639.3191597601
44,1022297.7566901073
45,1023311.083003574
46,1023341.5312072731
47,1038251.3051012772
48,1039236.8682689652
49,1039625.6866952934
50,1046106.7474446888
51,1056179.228021319
52,1065502.8403351582
53,1066580.1407531293
54,1063542.9446871819
55,1057305.8079700586
56,1059733.3966349447
57,1061175.9392799241
58,1066127.649771217
59,1069266.0642356714
60,1068412.3134351121
61,1074280.699025957
62,1067718.4033973308
0,1067718.4033973308
1,1063794.4780122733
2,1050933.993851418
3,1054556.1509634205
4,1056078.3178982257
5,1069223.0117400764
6,1086953.0488000491
7,1087583.116425496
8,1084771.2768932397
9,1090742.988880597
10,1098768.7589752902
11,1099117.5114787149
12,1093087.2633207962
13,1097705.9395959135
14,1091759.732555979
15,1100059.79190254
16,1109395.3296172323
17,1095075.9993533301
18,1092016.35893733
19,1096773.8789153588
20,1082532.0367809366
21,1068961.8095940636
22,1067288.740170867
23,1072335.6708410655
24,1060001.2193801922
25,1077666.9857877067
26,1067888.8166117475
27,1067610.0932727412
28,1052408.945521317
29,1064476.42006206
30,1055704.220696308
31,1054241.1202557387
32,1039507.4438988767
33,1043419.46122799
34,1046326.5549847058
35,1055995.2445761098
36,1069697.9824873104
37,1066017.3028529075
38,1067432.8181396413
39,1060153.5604380788
40,1059851.1476997384
41,1064189.5421693465
42,1064917.5306936945
43,1080690.313067492
44,1081821.8215446428
45,1087128.931705635
46,1082347.9828006672
47,1069555.6096816305
48,1059577.048264718
49,1052511.792785154
50,1051278.4329147572
