,0
0,-7198.711984922178
1,4819.958421509713
2,10.827206066576764
3,-495.032166472869
4,6358.2843006001785
5,2204.0652082485612
6,4689.909272371791
7,282.0039191227406
8,-5468.1349279617425
9,977.533260731725
10,-127.08492630673572
11,-1703.8781843532342
12,-2848.419345868053
13,6614.920977680944
14,2440.947885347996
15,2580.003220538376
16,-1240.0669726864435
17,852.8180162571371
18,231.70866676117294
19,-311.4460813116748
20,-334.09136277716607
21,1097.1783306209836
22,907.7388620011043
23,-884.8150011857506
24,541.7347565968521
25,-6411.356011755997
26,1282.9147279970348
27,4896.558437237516
28,-1032.8900580133777
29,-100.74369162670337
30,-10266.203053131234
31,-1346.9416527557187
32,-720.074765718542
33,5554.0176389548
34,-3089.815237566363
35,-2619.898301061243
36,1250.9056440419517
37,-1152.4900405260269
38,2145.8716082538012
39,1084.745159340091
40,1245.6770281125791
41,406.8343958815094
42,-8775.797121663345
43,1667.6340597399976
44,-892.1970069534145
45,426.1707361761946
46,8628.408991334029
47,3109.1539648757316
48,-270.79750940483063
49,-90.32087122881785
50,-497.74638887145557
51,793.5486974811647
52,2046.0285512558185
53,-740.1369805585127
54,-2433.007741131354
55,-38.24471591669135
56,-1413.2513697263785
57,159.55560575146228
58,4608.692266304512
59,-701.7745511638932
60,1671.8158227039967
61,4984.546823090408
