0,1000000.0
1,999539.3526567956
2,995229.8481059915
3,991040.6166756782
4,988050.8102213492
5,987924.9213158566
6,989370.8535106247
7,984430.0666445578
8,987608.8337749897
9,981303.2149213488
10,982994.246326224
11,979900.127210439
12,982259.4687496606
13,983817.5043269828
14,979752.8079823899
15,984850.1222663746
16,977333.1009308762
17,980208.8761343943
18,991397.3134362204
19,990917.0135367322
20,981989.2590385928
21,990850.5621434872
22,992841.8917162077
23,986352.5588781639
24,980418.758194858
25,979423.3999538753
26,973507.471000446
27,959534.9378530134
28,972816.3587389389
29,985222.7776044761
30,995965.2012623334
31,991678.3343313972
32,989275.5174257407
33,999007.2289366963
34,990088.4691118
35,992411.0135377701
36,999179.2239238778
37,997093.5924261017
38,992852.9518035642
39,1005627.2348232225
40,1005908.4150501683
41,1007160.0787655531
42,1008945.1769208026
43,1011866.5759250047
44,1008144.0303597808
45,1009217.7551307753
46,1008485.7570437477
47,1017071.5730028244
48,1019150.6371498383
49,1019552.743278679
50,1020898.789185113
51,1026624.5498036044
52,1033534.1800610416
53,1033654.479227081
54,1031478.7310962318
55,1028476.3088312786
56,1027135.2567357139
57,1029235.9474802878
58,1030695.6427619137
59,1037080.3922437949
60,1034069.4653541642
61,1042310.4666901389
62,1038359.3046692075
0,1038359.3046692075
1,1036676.2544997343
2,1028554.9778638912
3,1028610.7705972955
4,1028479.9584344901
5,1037806.733888026
6,1047664.0018107159
7,1047882.0292033072
8,1046404.0501670598
9,1052221.7130328591
10,1056517.0198386773
11,1056400.8736219774
12,1053188.1659352167
13,1054521.0546189891
14,1052636.409856097
15,1051832.5764259165
16,1055687.1562159923
17,1042567.016968066
18,1039623.7906294093
19,1043055.615803232
20,1034858.574472349
21,1027097.8758225997
22,1029434.0672687585
23,1035434.052098644
24,1030068.4173309285
25,1043874.1219689967
26,1032948.1406068852
27,1032929.6835918147
28,1021069.2222685952
29,1032891.8035715391
30,1022962.8759069269
31,1022031.6511849632
32,1009403.1289924389
33,1012374.7510085176
34,1014645.1222609674
35,1025114.3409034187
36,1034037.3974822477
37,1033014.6453089188
38,1033995.1107555063
39,1025481.7400870278
40,1024055.7902349953
41,1023955.1254142177
42,1023486.6969670351
43,1034847.2897876231
44,1035285.8311450526
45,1037691.9372438295
46,1035614.0072993131
47,1026269.4756440738
48,1018628.1606599101
49,1017743.362041988
50,1015808.1432201682
51,1019403.0370376674
52,1016722.1115994989
53,1027849.0768807266
54,1026520.1249654283
55,1024658.3164913743
56,1038692.693236388
57,994835.2417199315
58,975006.2493913852
59,988462.7632489488
60,1004364.5673454485
61,1022030.377954137
62,1021787.2533786582
0,1021787.2533786582
1,1012388.8554404536
2,1013978.2271611677
3,1029388.723951996
4,1036758.1112432227
5,1042364.6964239597
6,1041051.7159198174
7,1052531.5667708071
8,1053788.0693374227
9,1057272.4329320528
10,1058438.6172478837
11,1058775.7812694518
12,1051841.7837908524
13,1052274.2807946613
14,1047681.0041117138
15,1047021.1733825675
16,1058000.8869264834
17,1053293.0341382213
