,0
0,1671.9266477946658
1,5227.627419852419
2,-3054.9026888567023
3,3576.0792029532604
4,-3409.0820633906405
5,389.91121294396
6,-15399.606844536727
7,649.7477277328726
8,-7593.923933863407
9,-6490.6369568993105
10,11808.479907645495
11,-3931.689714933047
12,6276.303676677402
13,8638.74233032437
14,-4041.388325044187
15,-2561.7530218658503
16,2759.1770321198273
17,4340.702638589544
18,-1065.9142642389052
19,129.774727007607
20,-756.022352672182
21,1487.3535015427042
22,-667.7417167138774
23,-300.3923038751818
24,0.0
25,0.0
26,-212.7863418564666
27,-164.43690378847532
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-33.99926318065263
34,1074.6758022089489
35,-195.43735050456598
36,8.533750301692635
37,-248.0350274844095
38,353.8824876877479
39,1476.258752057096
40,-16.625651857815683
41,251.52414074726403
42,-101.33673424785957
43,703.7033191793598
44,-360.22067562746815
45,3923.3284917362034
46,-524.3742491712328
47,2691.862124182284
48,457.53011974459514
49,-2896.866214586189
50,1779.3569747474976
51,3891.812488628784
52,-1827.5003737395164
53,-6659.427532239584
54,-1961.1047650265973
55,-2326.057984492043
56,3862.433471258031
57,-3570.693425014848
58,6595.989056222839
59,-5462.771051964723
60,25.125668675638735
61,12890.038846326293
