,0
0,-11150.482341544237
1,478.31631791451946
2,14953.374123702291
3,-8877.445114381146
4,12178.397639437113
5,-7345.6348508740775
6,9180.188650948694
7,7982.2702807791065
8,-960.7109764416236
9,-5404.643876458518
10,-1173.0003431967925
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,40.40613107313402
29,-149.32678255671635
30,-326.69222417194396
31,3096.7899150040466
32,-1791.5084104908165
33,-116.98453886643983
34,-1328.2272087458987
35,-115.15880742506124
36,-7371.354882817948
37,6592.220094681252
38,-5943.391518212622
39,2946.093755438691
40,3033.576176679926
41,-151.9522802280262
42,10562.376717704115
43,1514.4121995938476
44,2552.3445992707275
45,80.4895298704505
46,66.36848920257762
47,-3824.8181744520552
48,-1978.9917113864794
49,-968.7851981241256
50,-3329.950667248806
51,-6349.4759653189685
52,-2782.4709851159714
53,-6803.353615777334
54,4508.66944194329
55,-11672.655181260314
56,1148.7173571051098
57,-5468.674126153346
58,4546.902986661997
59,1901.7171264779754
60,-1042.735041199252
61,0.0
