SEED,9391
1.0875996903216585,5.795404105848411,6.320956962249991,-0.04605222510110463,1.1483128448561493,4.957969674827352,5.722869636257877,-0.051299475710356424,0.9785799073864642,8.43119954204986,8.20608763401609,-0.09123740592248841
A2C,A2C_original,A2C,A2C_original,A2C_original,A2C_original,A2C,A2C,A2C_original,A2C,A2C_original,A2C_original,A2C_original,A2C,A2C_original,A2C,A2C,A2C_original
SEED,6574
1.4952138848863332,6.94940567187118,10.670164074627554,-0.07689499716316606,0.8884108842014637,4.818950130678139,4.248953484494344,-0.06110733889504705,0.9107912861245964,4.753424405463071,4.302748198625661,-0.050134667882231976
A2C,A2C,A2C_original,A2C,A2C,A2C_original,A2C_original,A2C_original,A2C_original,A2C_original,A2C,A2C_original,A2C,A2C,A2C,A2C,A2C,A2C
SEED,43523
1.5182303207072227,6.95907707641555,10.863011521492162,-0.0789297361227973,1.5227107377561853,6.852676756568781,10.726235807687235,-0.07253607361815884,1.9569700645638533,6.942672831184858,14.26021030969209,-0.08987156069405289
A2C,A2C,A2C,A2C_original,A2C_original,A2C_original,A2C,A2C_original,A2C,A2C,A2C_original,A2C_original,A2C_original,A2C_original,A2C_original,A2C_original,A2C,A2C
SEED,10672
1.4061975639553617,8.003965288037314,11.542468190903898,-0.07278508920017601,1.5287325697031722,8.408535446589854,13.30036275164912,-0.08811428125878773,1.2595678785088695,7.158819802617113,9.146083523530436,-0.07027809425363463
A2C,A2C,A2C,A2C,A2C,A2C_original,A2C,A2C,A2C,A2C,A2C_original,A2C_original,A2C,A2C,A2C,A2C,A2C,A2C
SEED,75927
1.965737345288404,5.308025737277131,10.830024899862867,-0.03781534271670328,1.159900597835011,6.122427331096744,7.15142995794904,-0.059924829358482534,1.417296517988101,4.616350332432035,6.64125446495869,-0.03981070273069509
A2C_original,A2C_original,A2C_original,A2C_original,A2C_original,A2C,A2C_original,A2C,A2C,A2C_original,A2C,A2C,A2C_original,A2C,A2C,A2C,A2C,A2C
SEED,90121
1.503344921213017,7.969577767905962,12.356799559807374,-0.06099165729769307,1.3029351848289696,7.372671758021992,9.773025153856075,-0.09108465176294722,1.4426004295745796,7.832214452989245,11.605483826489715,-0.06980910681774666
A2C_original,A2C,A2C_original,A2C_original,A2C_original,A2C_original,A2C,A2C,A2C,A2C_original,A2C_original,A2C_original,A2C_original,A2C_original,A2C_original,A2C_original,A2C,A2C
SEED,4342
1.2163391543542585,8.286345419803832,10.21449908774732,-0.08891078796005902,0.9852042101813349,6.08451469259869,5.97523152564694,-0.0597381214491991,1.2724704897214456,8.628278366214593,11.177638790073786,-0.07817139768593873
A2C_original,A2C,A2C_original,A2C_original,A2C_original,A2C,A2C,A2C_original,A2C,A2C_original,A2C,A2C_original,A2C_original,A2C,A2C_original,A2C,A2C,A2C
