,0
0,-5978.983837959822
1,4172.650004055817
2,590.1860995800234
3,-3359.0874785460765
4,5566.023970606155
5,-9574.253672702704
6,246.1771254845662
7,-1552.9301558020525
8,-2835.5408468454843
9,-6096.875645304914
10,-579.1364911136916
11,1952.6889722351916
12,-1006.0494607493747
13,7381.660254779388
14,1950.4442945999326
15,-4665.092346015037
16,2202.886930007837
17,-2448.808163461392
18,520.3005736767082
19,-1318.9664796713041
20,-6535.139605386998
21,-3672.8823692523874
22,-5543.212338677724
23,-2781.249295384274
24,18476.47401269304
25,3956.803257768159
26,18272.27664772549
27,4294.84895556292
28,261.0818988215178
29,10118.668637320166
30,2691.288018111838
31,299.27254707354587
32,-5270.7999479743885
33,211.29011984122917
34,1978.3129935332108
35,2527.9797573026735
36,3212.4964159157826
37,4626.790970688104
38,-916.3967906642938
39,-3249.413417618489
40,-2929.152911616373
41,-2783.6375765688717
42,-2702.5251214595046
43,4265.862039700034
44,-251.79766587924678
45,13433.648501510965
46,2264.674678568612
47,6936.7067929605255
48,1006.369893624913
49,9389.487814329099
50,-4176.578932634322
51,1297.1461166366935
52,411.9123999362346
53,1967.554596551694
54,4300.337926872075
55,-848.7028324613348
56,-703.512366830837
57,84.80084801022895
58,932.2495095666964
59,-6967.964705054881
60,-306.22735730628483
61,-5202.133236809401
